e1,r,e2,extracted_from,layer
审计风险,instance_of,安全测试,2,2.1
审计风险,instance_of,安全评估,2,2.1
审计风险,instance_of,安全评测,2,2.1
审计风险,instance_of,审阅风险,2,2.1
审计风险,instance_of,容灾测试,2,2.1
审计风险,instance_of,控制危险,2,2.1
审计风险,instance_of,控制风险,2,2.1
审计风险,instance_of,效益评估,2,2.1
审计风险,instance_of,检奄风险,2,2.1
审计风险,instance_of,检测风险,2,2.1
审计风险,instance_of,测试风险,2,2.1
审计风险,instance_of,特有风险,2,2.1
审计风险,instance_of,监测保险,2,2.1
审计风险,instance_of,监测评估,2,2.1
审计风险,instance_of,监测风险,2,2.1
审计风险,instance_of,研判风险,2,2.1
审计风险,instance_of,社会风险,2,2.1
审计风险,instance_of,符合测试,2,2.1
审计风险,instance_of,管控风险,2,2.1
审计风险,instance_of,职业风险,2,2.1
审计风险,instance_of,舞弊指控,2,2.1
审计风险,instance_of,营运风险,2,2.1
审计风险,instance_of,设计测试,2,2.1
审计风险,instance_of,评估保险,2,2.1
审计风险,instance_of,评估风险,2,2.1
审计风险,instance_of,误受风险,2,2.1
审计风险,instance_of,误拒风险,2,2.1
审计风险,instance_of,调查测试,2,2.1
审计风险,instance_of,账户测试,2,2.1
审计风险,instance_of,过度风险,2,2.1
审计风险,instance_of,重大错报,2,2.1
审计风险,instance_of,重报风险,2,2.1
审计风险,instance_of,重新评价,2,2.1
审计风险,instance_of,重新评估,2,2.1
审计风险,instance_of,错报风险,2,2.1
审计风险,instance_of,错误评估,2,2.1
审计风险,instance_of,防控风险,2,2.1
审计风险,instance_of,项目测试,2,2.1
审计风险,instance_of,风险分布,2,2.1
审计风险,instance_of,风险检查,2,2.1
审计风险,instance_of,风险测试,2,2.1
审计风险,instance_of,风险监测,2,2.1
审计风险,instance_of,风险辨析,2,2.1
审计风险,instance_of,高估风险,2,2.1
民生审计,instance_of,一般发票,2,2.1
民生审计,instance_of,三险一金,2,2.1
民生审计,instance_of,专款补助,2,2.1
民生审计,instance_of,专项保险,2,2.1
民生审计,instance_of,专项扶助,2,2.1
民生审计,instance_of,专项救助,2,2.1
民生审计,instance_of,专项补助,2,2.1
民生审计,instance_of,专项资助,2,2.1
民生审计,instance_of,中奖发票,2,2.1
民生审计,instance_of,中奖奖金,2,2.1
民生审计,instance_of,乡村居民,2,2.1
民生审计,instance_of,五险一金,2,2.1
民生审计,instance_of,企业保险,2,2.1
民生审计,instance_of,伤亡保险,2,2.1
民生审计,instance_of,伤残津贴,2,2.1
民生审计,instance_of,低保救助,2,2.1
民生审计,instance_of,低保认定,2,2.1
民生审计,instance_of,住房支出,2,2.1
民生审计,instance_of,住房救助,2,2.1
民生审计,instance_of,住房管理,2,2.1
民生审计,instance_of,住房补助,2,2.1
民生审计,instance_of,保障体制,2,2.1
民生审计,instance_of,保障保险,2,2.1
民生审计,instance_of,保障协理,2,2.1
民生审计,instance_of,保障性住,2,2.1
民生审计,instance_of,保障管理,2,2.1
民生审计,instance_of,兑奖管理,2,2.1
民生审计,instance_of,养老保险,2,2.1
民生审计,instance_of,养老补贴,2,2.1
民生审计,instance_of,农业保险,2,2.1
民生审计,instance_of,助学贷款,2,2.1
民生审计,instance_of,劳动保险,2,2.1
民生审计,instance_of,区域保险,2,2.1
民生审计,instance_of,区域救助,2,2.1
民生审计,instance_of,医疗保障,2,2.1
民生审计,instance_of,危房管理,2,2.1
民生审计,instance_of,参保缴纳,2,2.1
民生审计,instance_of,发行时间,2,2.1
民生审计,instance_of,员工保险,2,2.1
民生审计,instance_of,城乡两险,2,2.1
民生审计,instance_of,城乡住房,2,2.1
民生审计,instance_of,城市居民,2,2.1
民生审计,instance_of,基本养老,2,2.1
民生审计,instance_of,基本医疗,2,2.1
民生审计,instance_of,安居乐业,2,2.1
民生审计,instance_of,安居住房,2,2.1
民生审计,instance_of,安居政策,2,2.1
民生审计,instance_of,工伤保险,2,2.1
民生审计,instance_of,工程保险,2,2.1
民生审计,instance_of,工程补助,2,2.1
民生审计,instance_of,平安保险,2,2.1
民生审计,instance_of,开奖奖金,2,2.1
民生审计,instance_of,开奖时间,2,2.1
民生审计,instance_of,开奖活动,2,2.1
民生审计,instance_of,房屋补助,2,2.1
民生审计,instance_of,执行时间,2,2.1
民生审计,instance_of,执行期限,2,2.1
民生审计,instance_of,护理保险,2,2.1
民生审计,instance_of,政府救助,2,2.1
民生审计,instance_of,政府津贴,2,2.1
民生审计,instance_of,政府补贴,2,2.1
民生审计,instance_of,教育助学,2,2.1
民生审计,instance_of,敬老津贴,2,2.1
民生审计,instance_of,新型住房,2,2.1
民生审计,instance_of,新型保险,2,2.1
民生审计,instance_of,新型农民,2,2.1
民生审计,instance_of,有奖促销,2,2.1
民生审计,instance_of,有奖储蓄,2,2.1
民生审计,instance_of,有奖发票,2,2.1
民生审计,instance_of,有奖销售,2,2.1
民生审计,instance_of,棚户改造,2,2.1
民生审计,instance_of,森林保险,2,2.1
民生审计,instance_of,民政救灾,2,2.1
民生审计,instance_of,永续年金,2,2.1
民生审计,instance_of,消防救援,2,2.1
民生审计,instance_of,渔业保险,2,2.1
民生审计,instance_of,特殊教育,2,2.1
民生审计,instance_of,特殊津贴,2,2.1
民生审计,instance_of,生活津贴,2,2.1
民生审计,instance_of,生活补贴,2,2.1
民生审计,instance_of,生育保险,2,2.1
民生审计,instance_of,申报时间,2,2.1
民生审计,instance_of,申报缴款,2,2.1
民生审计,instance_of,申报缴税,2,2.1
民生审计,instance_of,申报缴纳,2,2.1
民生审计,instance_of,申报缴费,2,2.1
民生审计,instance_of,病残津贴,2,2.1
民生审计,instance_of,社会捐助,2,2.1
民生审计,instance_of,社会救济,2,2.1
民生审计,instance_of,租房补贴,2,2.1
民生审计,instance_of,等差年金,2,2.1
民生审计,instance_of,管理支出,2,2.1
民生审计,instance_of,统一保险,2,2.1
民生审计,instance_of,统一发票,2,2.1
民生审计,instance_of,统一开票,2,2.1
民生审计,instance_of,缴纳管理,2,2.1
民生审计,instance_of,职工保险,2,2.1
民生审计,instance_of,职工参加,2,2.1
民生审计,instance_of,自住公积,2,2.1
民生审计,instance_of,自收自用,2,2.1
民生审计,instance_of,营养津贴,2,2.1
民生审计,instance_of,财政救灾,2,2.1
民生审计,instance_of,购房补贴,2,2.1
民生审计,instance_of,难产津贴,2,2.1
海关审计,instance_of,专料专放,2,2.1
海关审计,instance_of,产品目录,2,2.1
海关审计,instance_of,从价关税,2,2.1
海关审计,instance_of,保证金台,2,2.1
海关审计,instance_of,免税清单,2,2.1
海关审计,instance_of,入境验证,2,2.1
海关审计,instance_of,关税配额,2,2.1
海关审计,instance_of,关联报关,2,2.1
海关审计,instance_of,其它单证,2,2.1
海关审计,instance_of,内销征税,2,2.1
海关审计,instance_of,再次分配,2,2.1
海关审计,instance_of,再次验证,2,2.1
海关审计,instance_of,出口免税,2,2.1
海关审计,instance_of,出口加工,2,2.1
海关审计,instance_of,出口配额,2,2.1
海关审计,instance_of,出境加工,2,2.1
海关审计,instance_of,出境通关,2,2.1
海关审计,instance_of,出料加工,2,2.1
海关审计,instance_of,分类管事,2,2.1
海关审计,instance_of,加工商品,2,2.1
海关审计,instance_of,加工处理,2,2.1
海关审计,instance_of,加工支出,2,2.1
海关审计,instance_of,加工管理,2,2.1
海关审计,instance_of,加工配送,2,2.1
海关审计,instance_of,加锁管理,2,2.1
海关审计,instance_of,劳务退税,2,2.1
海关审计,instance_of,包装处理,2,2.1
海关审计,instance_of,原产地证,2,2.1
海关审计,instance_of,商品分配,2,2.1
海关审计,instance_of,商品清单,2,2.1
海关审计,instance_of,商品监管,2,2.1
海关审计,instance_of,外业验收,2,2.1
海关审计,instance_of,外贸方式,2,2.1
海关审计,instance_of,外贸模式,2,2.1
海关审计,instance_of,外部验证,2,2.1
海关审计,instance_of,完税归类,2,2.1
海关审计,instance_of,密封保管,2,2.1
海关审计,instance_of,归口办理,2,2.1
海关审计,instance_of,归口处置,2,2.1
海关审计,instance_of,归口审核,2,2.1
海关审计,instance_of,归口支出,2,2.1
海关审计,instance_of,归口管理,2,2.1
海关审计,instance_of,归口行业,2,2.1
海关审计,instance_of,归档管理,2,2.1
海关审计,instance_of,扎口管理,2,2.1
海关审计,instance_of,托外加工,2,2.1
海关审计,instance_of,报关单证,2,2.1
海关审计,instance_of,提/运单,2,2.1
海关审计,instance_of,来样加工,2,2.1
海关审计,instance_of,标准归口,2,2.1
海关审计,instance_of,海关单证,2,2.1
海关审计,instance_of,海关清单,2,2.1
海关审计,instance_of,海关验证,2,2.1
海关审计,instance_of,深加工制,2,2.1
海关审计,instance_of,混合征税,2,2.1
海关审计,instance_of,清税证明,2,2.1
海关审计,instance_of,滞纳关税,2,2.1
海关审计,instance_of,物品清单,2,2.1
海关审计,instance_of,物流协同,2,2.1
海关审计,instance_of,物流通关,2,2.1
海关审计,instance_of,物资管用,2,2.1
海关审计,instance_of,电子单证,2,2.1
海关审计,instance_of,电子审结,2,2.1
海关审计,instance_of,电子执法,2,2.1
海关审计,instance_of,电子联单,2,2.1
海关审计,instance_of,电子通关,2,2.1
海关审计,instance_of,电子验收,2,2.1
海关审计,instance_of,监管协同,2,2.1
海关审计,instance_of,监管执法,2,2.1
海关审计,instance_of,直转方式,2,2.1
海关审计,instance_of,联程转关,2,2.1
海关审计,instance_of,联网出证,2,2.1
海关审计,instance_of,联网对接,2,2.1
海关审计,instance_of,联网收费,2,2.1
海关审计,instance_of,联网核销,2,2.1
海关审计,instance_of,联网申领,2,2.1
海关审计,instance_of,联网验证,2,2.1
海关审计,instance_of,联调联试,2,2.1
海关审计,instance_of,自动进口,2,2.1
海关审计,instance_of,自贸办；,2,2.1
海关审计,instance_of,落地加工,2,2.1
海关审计,instance_of,货品名称,2,2.1
海关审计,instance_of,货物清单,2,2.1
海关审计,instance_of,贸易模式,2,2.1
海关审计,instance_of,资金台账,2,2.1
海关审计,instance_of,过境关税,2,2.1
海关审计,instance_of,过境单证,2,2.1
海关审计,instance_of,运载工具,2,2.1
海关审计,instance_of,运输单证,2,2.1
海关审计,instance_of,进出口证,2,2.1
海关审计,instance_of,进区商品,2,2.1
海关审计,instance_of,进口免税,2,2.1
海关审计,instance_of,进口加工,2,2.1
海关审计,instance_of,进口协定,2,2.1
海关审计,instance_of,进口商所,2,2.1
海关审计,instance_of,进口布控,2,2.1
海关审计,instance_of,进口征税,2,2.1
海关审计,instance_of,进口物品,2,2.1
海关审计,instance_of,进口物资,2,2.1
海关审计,instance_of,进口监管,2,2.1
海关审计,instance_of,进口税金,2,2.1
海关审计,instance_of,进口通关,2,2.1
海关审计,instance_of,进口配额,2,2.1
海关审计,instance_of,进场验收,2,2.1
海关审计,instance_of,进境通关,2,2.1
海关审计,instance_of,进户执法,2,2.1
海关审计,instance_of,退税证明,2,2.1
海关审计,instance_of,通关单证,2,2.1
海关审计,instance_of,通关征税,2,2.1
海关审计,instance_of,通关执法,2,2.1
海关审计,instance_of,银行单证,2,2.1
海关审计,instance_of,随附清单,2,2.1
海关审计,instance_of,集中审单,2,2.1
海关审计,instance_of,集中审批,2,2.1
海关审计,instance_of,集中报关,2,2.1
海关审计,instance_of,集中汇缴,2,2.1
海关审计,instance_of,集中论证,2,2.1
海关审计,instance_of,集中验估,2,2.1
海关审计,instance_of,预先归类,2,2.1
税收审计,instance_of,一般纳税,2,2.1
税收审计,instance_of,个体农户,2,2.1
税收审计,instance_of,个体农民,2,2.1
税收审计,instance_of,个体商户,2,2.1
税收审计,instance_of,个体工商,2,2.1
税收审计,instance_of,个税征管,2,2.1
税收审计,instance_of,个税扣缴,2,2.1
税收审计,instance_of,个税改革,2,2.1
税收审计,instance_of,个税申报,2,2.1
税收审计,instance_of,个税缴纳,2,2.1
税收审计,instance_of,个税起征,2,2.1
税收审计,instance_of,会计收入,2,2.1
税收审计,instance_of,体制征收,2,2.1
税收审计,instance_of,保险公司,2,2.1
税收审计,instance_of,信息征收,2,2.1
税收审计,instance_of,债权单位,2,2.1
税收审计,instance_of,免征管理,2,2.1
税收审计,instance_of,免收单位,2,2.1
税收审计,instance_of,免收管理,2,2.1
税收审计,instance_of,免税审计,2,2.1
税收审计,instance_of,免税执行,2,2.1
税收审计,instance_of,关税协定,2,2.1
税收审计,instance_of,关税收政,2,2.1
税收审计,instance_of,关税政策,2,2.1
税收审计,instance_of,其他税收,2,2.1
税收审计,instance_of,分类征缴,2,2.1
税收审计,instance_of,列报认定,2,2.1
税收审计,instance_of,剩余税收,2,2.1
税收审计,instance_of,办税清单,2,2.1
税收审计,instance_of,区域稽查,2,2.1
税收审计,instance_of,占地征收,2,2.1
税收审计,instance_of,发票办理,2,2.1
税收审计,instance_of,发票协查,2,2.1
税收审计,instance_of,发票发票,2,2.1
税收审计,instance_of,发票开票,2,2.1
税收审计,instance_of,发票征收,2,2.1
税收审计,instance_of,发票征补,2,2.1
税收审计,instance_of,发票申报,2,2.1
税收审计,instance_of,发票申请,2,2.1
税收审计,instance_of,发票申领,2,2.1
税收审计,instance_of,发票监制,2,2.1
税收审计,instance_of,发票缴销,2,2.1
税收审计,instance_of,发票购领,2,2.1
税收审计,instance_of,发票附加,2,2.1
税收审计,instance_of,发票验旧,2,2.1
税收审计,instance_of,土地收入,2,2.1
税收审计,instance_of,城镇土地,2,2.1
税收审计,instance_of,契税计税,2,2.1
税收审计,instance_of,定值保险,2,2.1
税收审计,instance_of,定期定额,2,2.1
税收审计,instance_of,客房征收,2,2.1
税收审计,instance_of,工商业税,2,2.1
税收审计,instance_of,常户认定,2,2.1
税收审计,instance_of,延期受理,2,2.1
税收审计,instance_of,延期审查,2,2.1
税收审计,instance_of,延期征税,2,2.1
税收审计,instance_of,延期清算,2,2.1
税收审计,instance_of,延期申报,2,2.1
税收审计,instance_of,延期管理,2,2.1
税收审计,instance_of,延期缴税,2,2.1
税收审计,instance_of,延期缴纳,2,2.1
税收审计,instance_of,延期缴费,2,2.1
税收审计,instance_of,延期补缴,2,2.1
税收审计,instance_of,延期验收,2,2.1
税收审计,instance_of,役税收入,2,2.1
税收审计,instance_of,征地审批,2,2.1
税收审计,instance_of,征地补偿,2,2.1
税收审计,instance_of,征收单位,2,2.1
税收审计,instance_of,征税协定,2,2.1
税收审计,instance_of,征税收入,2,2.1
税收审计,instance_of,征税管理,2,2.1
税收审计,instance_of,征管执行,2,2.1
税收审计,instance_of,房产税和,2,2.1
税收审计,instance_of,房土两税,2,2.1
税收审计,instance_of,抵扣管理,2,2.1
税收审计,instance_of,提前开票,2,2.1
税收审计,instance_of,支票申领,2,2.1
税收审计,instance_of,收人确认,2,2.1
税收审计,instance_of,收入归集,2,2.1
税收审计,instance_of,收入征缴,2,2.1
税收审计,instance_of,收入收缴,2,2.1
税收审计,instance_of,收入核定,2,2.1
税收审计,instance_of,收入测算,2,2.1
税收审计,instance_of,收入确定,2,2.1
税收审计,instance_of,收入确认,2,2.1
税收审计,instance_of,收入认定,2,2.1
税收审计,instance_of,查定征收,2,2.1
税收审计,instance_of,标准征收,2,2.1
税收审计,instance_of,标准征缴,2,2.1
税收审计,instance_of,核准受理,2,2.1
税收审计,instance_of,核准支付,2,2.1
税收审计,instance_of,核准管理,2,2.1
税收审计,instance_of,核定发票,2,2.1
税收审计,instance_of,核定征税,2,2.1
税收审计,instance_of,核定管理,2,2.1
税收审计,instance_of,核算处理,2,2.1
税收审计,instance_of,欠缴管理,2,2.1
税收审计,instance_of,款项确认,2,2.1
税收审计,instance_of,正常征收,2,2.1
税收审计,instance_of,版税收入,2,2.1
税收审计,instance_of,电子申报,2,2.1
税收审计,instance_of,电量征收,2,2.1
税收审计,instance_of,留抵退税,2,2.1
税收审计,instance_of,税务发票,2,2.1
税收审计,instance_of,税务审查,2,2.1
税收审计,instance_of,税务核算,2,2.1
